id_transaksi,jenis_item,jumlah,tanggal pembelian,nama_customer,total
134027,Buku Fiksi,1,1/16/2018,Christy Parrish,100000
134027,Buku Biografi,1,1/16/2018,Christy Parrish,90000
134028,Buku Sejarah,2,1/16/2018,Zachary Ruiz,520000
134028,Majalah Fashion,5,1/16/2018,Zachary Ruiz,500000
134028,Majalah Seni,9,1/16/2018,Zachary Ruiz,2025000
134028,Majalah Berita,7,1/16/2018,Zachary Ruiz,7350000
134028,Buku Biografi,6,1/16/2018,Zachary Ruiz,3240000
134028,Aksesoris Buku,9,1/16/2018,Zachary Ruiz,10530000
134029,Alat Tulis,7,1/16/2018,Anthony Gaines,6370000
134029,Buku Anak-Anak,1,1/16/2018,Anthony Gaines,120000
134029,Majalah Seni,5,1/16/2018,Anthony Gaines,500000
134029,Majalah Berita,1,1/16/2018,Anthony Gaines,120000
134029,Buku Fiksi,7,1/16/2018,Anthony Gaines,980000
134029,Novel Romansa,5,1/16/2018,Anthony Gaines,500000
134029,Aksesoris Buku,1,1/16/2018,Anthony Gaines,20000
134030,Alat Tulis,1,1/16/2018,Lindsey Kramer,110000
134030,Buku Anak-Anak,6,1/16/2018,Lindsey Kramer,3600000
134030,Majalah Berita,6,1/16/2018,Lindsey Kramer,720000
134030,Novel Fiksi Ilmiah,6,2/19/2018,Lindsey Kramer,720000
134030,Aksesoris Buku,1,2/19/2018,Lindsey Kramer,60000
134031,Alat Tulis,3,4/25/2018,Rachel Hart,540000
134031,Buku Sejarah,2,4/25/2018,Rachel Hart,240000
134031,Majalah Seni,4,4/25/2018,Rachel Hart,80000
134031,Majalah Berita,7,4/25/2018,Rachel Hart,6370000
134031,Novel Fiksi Ilmiah,1,4/25/2018,Rachel Hart,130000
134031,Buku Fiksi,5,4/25/2018,Rachel Hart,2750000
134032,Buku Sejarah,8,4/25/2018,Bruce Jensen,6400000
134032,Majalah Seni,2,4/25/2018,Bruce Jensen,480000
134032,Buku Biografi,4,4/25/2018,Bruce Jensen,2080000
134032,Novel Romansa,4,4/25/2018,Bruce Jensen,1760000
134032,Aksesoris Buku,6,4/25/2018,Bruce Jensen,900000
134033,Buku Sejarah,3,4/25/2018,Cynthia Perez,810000
134033,Majalah Seni,6,4/25/2018,Cynthia Perez,3600000
134033,Novel Fiksi Ilmiah,5,4/25/2018,Cynthia Perez,3250000
134033,Buku Fiksi,2,7/27/2018,Cynthia Perez,400000
134033,Novel Romansa,6,7/27/2018,Cynthia Perez,720000
134034,Buku Anak-Anak,3,7/27/2018,Dr. Gary Ayers,180000
134034,Majalah Fashion,1,7/27/2018,Dr. Gary Ayers,20000
134034,Majalah Seni,9,7/27/2018,Dr. Gary Ayers,1620000
134034,Novel Fiksi Ilmiah,6,7/27/2018,Dr. Gary Ayers,4680000
134034,Aksesoris Buku,1,7/27/2018,Dr. Gary Ayers,20000
134035,Alat Tulis,4,7/27/2018,Donald Bauer,2400000
134035,Majalah Seni,7,7/27/2018,Donald Bauer,6370000
134035,Majalah Berita,2,7/27/2018,Donald Bauer,200000
134035,Buku Fiksi,2,7/27/2018,Donald Bauer,40000
134035,Novel Romansa,5,7/27/2018,Donald Bauer,500000
134035,Aksesoris Buku,7,7/27/2018,Donald Bauer,140000
134036,Buku Sejarah,7,7/27/2018,Karen Ramirez,5390000
134036,Alat Tulis,2,7/27/2018,Karen Ramirez,600000
134036,Buku Anak-Anak,2,7/27/2018,Karen Ramirez,400000
134036,Majalah Seni,5,7/27/2018,Karen Ramirez,1250000
134036,Buku Biografi,1,7/27/2018,Karen Ramirez,50000
134036,Novel Misteri,3,7/27/2018,Karen Ramirez,810000
134036,Novel Romansa,2,7/27/2018,Karen Ramirez,100000
134036,Aksesoris Buku,4,7/27/2018,Karen Ramirez,2080000
134037,Majalah Berita,7,7/27/2018,Danny Hickman,2450000
134037,Novel Misteri,3,7/27/2018,Danny Hickman,180000
134037,Aksesoris Buku,8,7/27/2018,Danny Hickman,3840000
134037,Novel Fiksi Ilmiah,9,7/27/2018,Danny Hickman,10530000
134038,Buku Fiksi,5,7/27/2018,Kara Howard,625000
134038,Buku Biografi,1,7/27/2018,Kara Howard,60000
134038,Aksesoris Buku,8,7/27/2018,Kara Howard,1280000
134038,Majalah Fashion,8,7/27/2018,Kara Howard,1280000
134039,Majalah Seni,5,7/27/2018,Scott Thompson,100000
134039,Majalah Berita,2,7/27/2018,Scott Thompson,440000
134039,Novel Fiksi Ilmiah,5,7/27/2018,Scott Thompson,625000
134039,Buku Fiksi,2,7/27/2018,Scott Thompson,80000
134039,Novel Misteri,3,7/27/2018,Scott Thompson,180000
134039,Buku Biografi,7,7/27/2018,Scott Thompson,1225000
134039,Novel Romansa,1,10/23/2018,Scott Thompson,60000
134039,Aksesoris Buku,1,10/23/2018,Scott Thompson,90000
134040,Alat Tulis,3,10/23/2018,Cynthia Ward,1080000
134040,Majalah Fashion,2,10/23/2018,Cynthia Ward,400000
134040,Majalah Seni,7,10/23/2018,Cynthia Ward,980000
134040,Majalah Berita,2,10/23/2018,Cynthia Ward,520000
134040,Buku Fiksi,8,10/23/2018,Cynthia Ward,1600000
134040,Novel Misteri,4,10/23/2018,Cynthia Ward,960000
134040,Novel Romansa,5,10/23/2018,Cynthia Ward,500000
134040,Aksesoris Buku,3,10/23/2018,Cynthia Ward,225000
134041,Majalah Seni,8,10/23/2018,Thomas Sanchez,1600000
134041,Majalah Berita,1,10/23/2018,Thomas Sanchez,25000
134041,Buku Anak-Anak,8,10/23/2018,Thomas Sanchez,3840000
134041,Majalah Fashion,2,10/23/2018,Thomas Sanchez,600000
134042,Alat Tulis,9,10/23/2018,Aaron Salinas,2025000
134042,Buku Sejarah,8,11/27/2018,Aaron Salinas,9600000
134042,Majalah Fashion,4,11/27/2018,Aaron Salinas,2400000
134042,Majalah Berita,9,11/27/2018,Aaron Salinas,4860000
134042,Novel Misteri,4,11/27/2018,Aaron Salinas,1440000
134042,Buku Biografi,2,11/27/2018,Aaron Salinas,360000
134042,Novel Romansa,9,1/29/2019,Aaron Salinas,7290000
134043,Buku Sejarah,2,1/29/2019,Sherri Johnson,400000
134043,Alat Tulis,7,4/25/2019,Sherri Johnson,4900000
134043,Buku Anak-Anak,2,4/25/2019,Sherri Johnson,200000
134043,Novel Fiksi Ilmiah,9,4/25/2019,Sherri Johnson,4050000
134043,Novel Romansa,5,4/25/2019,Sherri Johnson,2250000
134044,Buku Sejarah,6,4/25/2019,Victoria Thomas,1800000
134044,Alat Tulis,3,7/22/2019,Victoria Thomas,810000
134044,Buku Anak-Anak,5,7/22/2019,Victoria Thomas,2250000
134044,Majalah Fashion,6,7/22/2019,Victoria Thomas,720000
134044,Majalah Berita,3,7/22/2019,Victoria Thomas,1080000
134044,Novel Fiksi Ilmiah,5,7/22/2019,Victoria Thomas,3250000
134044,Buku Biografi,9,7/22/2019,Victoria Thomas,12150000
134044,Aksesoris Buku,2,7/22/2019,Victoria Thomas,100000
134045,Alat Tulis,9,7/22/2019,Barry French,10530000
134045,Buku Anak-Anak,1,7/22/2019,Barry French,100000
134045,Majalah Fashion,5,7/22/2019,Barry French,3750000
134045,Majalah Berita,6,7/22/2019,Barry French,2160000
134045,Novel Fiksi Ilmiah,3,7/22/2019,Barry French,540000
134045,Buku Biografi,8,7/22/2019,Barry French,9600000
134045,Novel Romansa,9,7/22/2019,Barry French,2025000
134046,Novel Fiksi Ilmiah,8,7/22/2019,Jim Martinez,160000
134046,Alat Tulis,3,7/22/2019,Jim Martinez,1350000
134046,Buku Anak-Anak,7,7/22/2019,Jim Martinez,980000
134046,Buku Sejarah,8,7/22/2019,Jim Martinez,7040000
134047,Novel Romansa,5,7/22/2019,Stuart Hawkins,500000
134047,Buku Fiksi,2,7/22/2019,Stuart Hawkins,440000
134047,Buku Sejarah,3,7/22/2019,Stuart Hawkins,1350000
134047,Buku Biografi,6,7/22/2019,Stuart Hawkins,720000
134048,Buku Sejarah,6,7/22/2019,Christopher Soto,4320000
134048,Majalah Berita,2,7/22/2019,Christopher Soto,440000
134048,Novel Fiksi Ilmiah,5,7/22/2019,Christopher Soto,1250000
134048,Buku Fiksi,8,7/22/2019,Christopher Soto,1600000
134048,Novel Misteri,1,7/22/2019,Christopher Soto,120000
134048,Buku Biografi,2,7/22/2019,Christopher Soto,440000
134048,Aksesoris Buku,7,7/22/2019,Christopher Soto,980000
134049,Alat Tulis,6,7/22/2019,Alyssa Madden,3240000
134049,Buku Sejarah,4,7/22/2019,Alyssa Madden,960000
134049,Majalah Fashion,4,7/22/2019,Alyssa Madden,1920000
134049,Majalah Seni,1,7/22/2019,Alyssa Madden,120000
134049,Novel Fiksi Ilmiah,3,7/22/2019,Alyssa Madden,540000
134049,Buku Fiksi,5,7/22/2019,Alyssa Madden,1250000
134049,Novel Romansa,4,7/22/2019,Alyssa Madden,2080000
134049,Aksesoris Buku,2,7/22/2019,Alyssa Madden,520000
134050,Alat Tulis,8,7/22/2019,Dylan Foster,5760000
134050,Buku Anak-Anak,5,7/22/2019,Dylan Foster,3250000
134050,Novel Fiksi Ilmiah,2,7/22/2019,Dylan Foster,400000
134050,Buku Fiksi,6,7/22/2019,Dylan Foster,900000
134050,Novel Misteri,8,7/22/2019,Dylan Foster,1280000
134050,Buku Biografi,3,7/22/2019,Dylan Foster,900000
134050,Novel Romansa,9,7/22/2019,Dylan Foster,7290000
134050,Aksesoris Buku,2,7/22/2019,Dylan Foster,400000
134051,Buku Sejarah,6,7/22/2019,John Harvey,720000
134051,Alat Tulis,5,7/22/2019,John Harvey,1500000
134051,Majalah Fashion,4,7/22/2019,John Harvey,800000
134051,Novel Fiksi Ilmiah,5,7/22/2019,John Harvey,1250000
134051,Buku Biografi,6,7/22/2019,John Harvey,3960000
134052,Alat Tulis,9,7/22/2019,Barry Aguilar,1620000
134052,Buku Sejarah,1,7/22/2019,Barry Aguilar,20000
134052,Buku Anak-Anak,1,7/22/2019,Barry Aguilar,150000
134052,Buku Fiksi,2,7/22/2019,Barry Aguilar,480000
134052,Buku Biografi,4,7/22/2019,Barry Aguilar,1920000
134052,Novel Romansa,3,7/22/2019,Barry Aguilar,60000
134052,Aksesoris Buku,7,7/22/2019,Barry Aguilar,2450000
134053,Novel Romansa,9,7/22/2019,Lindsey Mccoy,10530000
134053,Majalah Seni,8,7/22/2019,Lindsey Mccoy,160000
134053,Buku Anak-Anak,8,7/22/2019,Lindsey Mccoy,160000
134053,Aksesoris Buku,9,7/22/2019,Lindsey Mccoy,1620000
134054,Alat Tulis,4,7/22/2019,Gregory Carter,800000
134054,Buku Sejarah,2,7/22/2019,Gregory Carter,240000
134054,Buku Anak-Anak,8,7/22/2019,Gregory Carter,7040000
134054,Majalah Fashion,9,7/22/2019,Gregory Carter,4050000
134054,Buku Fiksi,7,7/22/2019,Gregory Carter,4900000
134054,Novel Misteri,5,7/22/2019,Gregory Carter,100000
134054,Novel Romansa,6,7/22/2019,Gregory Carter,120000
134054,Aksesoris Buku,9,7/22/2019,Gregory Carter,1620000
134055,Alat Tulis,2,7/22/2019,Angela Gordon,440000
134055,Buku Anak-Anak,7,7/22/2019,Angela Gordon,2450000
134055,Majalah Berita,3,10/23/2019,Angela Gordon,1350000
134055,Novel Fiksi Ilmiah,7,12/24/2019,Angela Gordon,1225000
134055,Buku Fiksi,7,12/24/2019,Angela Gordon,5880000
134055,Novel Romansa,6,12/24/2019,Angela Gordon,1800000
134055,Aksesoris Buku,7,12/24/2019,Angela Gordon,980000
134056,Majalah Fashion,2,12/24/2019,Joy Cohen,40000
134056,Majalah Berita,5,12/24/2019,Joy Cohen,500000
134056,Novel Fiksi Ilmiah,8,12/24/2019,Joy Cohen,160000
134056,Buku Fiksi,8,12/24/2019,Joy Cohen,1600000
134056,Buku Biografi,8,12/24/2019,Joy Cohen,9600000
134056,Novel Misteri,8,12/24/2019,Joy Cohen,1280000
134056,Novel Romansa,5,12/24/2019,Joy Cohen,2750000
134057,Buku Sejarah,9,12/24/2019,Brett Branch,8910000
134057,Majalah Berita,4,12/24/2019,Brett Branch,400000
134057,Novel Fiksi Ilmiah,2,12/24/2019,Brett Branch,80000
134057,Novel Misteri,6,12/24/2019,Brett Branch,3960000
134057,Buku Biografi,5,12/24/2019,Brett Branch,100000
134057,Novel Romansa,9,12/24/2019,Brett Branch,1620000
134057,Aksesoris Buku,2,12/24/2019,Brett Branch,600000
134058,Alat Tulis,8,12/24/2019,Rodney Kennedy,8320000
134058,Buku Sejarah,3,12/24/2019,Rodney Kennedy,540000
134058,Majalah Fashion,5,12/24/2019,Rodney Kennedy,100000
134058,Majalah Seni,7,12/24/2019,Rodney Kennedy,980000
134058,Novel Fiksi Ilmiah,4,12/24/2019,Rodney Kennedy,1600000
134058,Novel Misteri,8,12/24/2019,Rodney Kennedy,9600000
134058,Novel Romansa,8,12/24/2019,Rodney Kennedy,1280000
134058,Aksesoris Buku,9,12/24/2019,Rodney Kennedy,180000
134059,Majalah Fashion,9,12/24/2019,Scott Howell,180000
134059,Majalah Seni,4,12/24/2019,Scott Howell,1600000
134059,Buku Fiksi,8,12/24/2019,Scott Howell,7680000
134059,Buku Biografi,7,12/24/2019,Scott Howell,140000
134059,Novel Misteri,4,12/24/2019,Scott Howell,2400000
134059,Aksesoris Buku,9,12/24/2019,Scott Howell,8100000
134060,Buku Sejarah,1,12/24/2019,Ann Johnston,110000
134060,Majalah Fashion,2,12/24/2019,Ann Johnston,520000
134060,Novel Fiksi Ilmiah,1,12/24/2019,Ann Johnston,150000
134060,Buku Fiksi,2,12/24/2019,Ann Johnston,40000
134060,Novel Misteri,2,12/24/2019,Ann Johnston,240000
134060,Buku Biografi,2,12/24/2019,Ann Johnston,440000
134061,Alat Tulis,5,12/24/2019,Cristina White,1250000
134061,Buku Anak-Anak,8,12/24/2019,Cristina White,1280000
134061,Majalah Fashion,3,12/24/2019,Cristina White,1080000
134061,Majalah Seni,5,12/24/2019,Cristina White,3250000
134061,Novel Romansa,8,12/24/2019,Cristina White,5760000
134061,Aksesoris Buku,7,12/24/2019,Cristina White,980000
134062,Alat Tulis,9,12/24/2019,Jason Adams,2025000
134062,Buku Anak-Anak,1,12/24/2019,Jason Adams,20000
134062,Majalah Fashion,2,12/24/2019,Jason Adams,100000
134062,Majalah Seni,7,12/24/2019,Jason Adams,5390000
134062,Novel Misteri,6,12/24/2019,Jason Adams,4680000
134062,Buku Biografi,5,12/24/2019,Jason Adams,100000
134062,Aksesoris Buku,3,12/24/2019,Jason Adams,60000
134063,Alat Tulis,3,12/24/2019,Linda Daniel,1170000
134063,Buku Sejarah,6,12/24/2019,Linda Daniel,120000
134063,Buku Anak-Anak,4,12/24/2019,Linda Daniel,1600000
134063,Majalah Fashion,6,2/3/2020,Linda Daniel,3600000
134063,Majalah Berita,4,2/3/2020,Linda Daniel,2080000
134063,Novel Fiksi Ilmiah,2,2/3/2020,Linda Daniel,40000
134063,Novel Misteri,8,2/3/2020,Linda Daniel,8320000
134063,Aksesoris Buku,5,2/3/2020,Linda Daniel,2250000
134064,Alat Tulis,4,2/3/2020,Jeffrey Burgess,400000
134064,Majalah Fashion,7,2/3/2020,Jeffrey Burgess,4900000
134064,Majalah Berita,9,2/3/2020,Jeffrey Burgess,8100000
134064,Buku Fiksi,4,2/3/2020,Jeffrey Burgess,1760000
134064,Novel Misteri,6,2/3/2020,Jeffrey Burgess,5400000
134064,Novel Romansa,1,2/3/2020,Jeffrey Burgess,150000
134064,Aksesoris Buku,3,2/3/2020,Jeffrey Burgess,60000
134065,Alat Tulis,8,4/4/2020,Christopher West,1280000
134065,Buku Sejarah,6,4/4/2020,Christopher West,720000
134065,Buku Anak-Anak,3,4/4/2020,Christopher West,990000
134065,Majalah Berita,2,4/4/2020,Christopher West,440000
134065,Buku Fiksi,1,6/2/2020,Christopher West,150000
134065,Novel Misteri,9,6/2/2020,Christopher West,4050000
134065,Buku Biografi,8,6/2/2020,Christopher West,3200000
134065,Aksesoris Buku,9,6/2/2020,Christopher West,8910000
134066,Buku Anak-Anak,4,6/2/2020,Alyssa Berg,2080000
134066,Majalah Fashion,4,6/2/2020,Alyssa Berg,1440000
134066,Majalah Berita,5,6/2/2020,Alyssa Berg,500000
134066,Novel Fiksi Ilmiah,4,6/2/2020,Alyssa Berg,2080000
134066,Aksesoris Buku,7,6/2/2020,Alyssa Berg,980000
134067,Majalah Fashion,2,6/2/2020,Dana Hernandez,400000
134067,Alat Tulis,7,6/2/2020,Dana Hernandez,140000
134067,Buku Biografi,9,6/2/2020,Dana Hernandez,1620000
134067,Novel Fiksi Ilmiah,3,6/2/2020,Dana Hernandez,1080000
134068,Alat Tulis,3,9/4/2020,John Roberts,1170000
134068,Buku Sejarah,7,9/4/2020,John Roberts,6370000
134068,Buku Anak-Anak,9,9/4/2020,John Roberts,10530000
134068,Majalah Seni,5,9/4/2020,John Roberts,3750000
134068,Buku Fiksi,6,9/4/2020,John Roberts,900000
134068,Novel Romansa,8,9/4/2020,John Roberts,9600000
134068,Aksesoris Buku,6,9/4/2020,John Roberts,3600000
134069,Alat Tulis,4,9/4/2020,Maureen Mueller,1760000
134069,Majalah Seni,3,9/4/2020,Maureen Mueller,540000
134069,Majalah Berita,2,10/26/2020,Maureen Mueller,480000
134069,Novel Fiksi Ilmiah,5,10/26/2020,Maureen Mueller,2250000
134069,Buku Fiksi,7,10/26/2020,Maureen Mueller,2450000
134069,Novel Romansa,6,10/26/2020,Maureen Mueller,3240000
134070,Alat Tulis,9,10/26/2020,James Brown,12150000
134070,Majalah Fashion,4,10/26/2020,James Brown,320000
134070,Majalah Seni,2,10/26/2020,James Brown,600000
134070,Majalah Berita,7,10/26/2020,James Brown,7350000
134070,Novel Fiksi Ilmiah,5,10/26/2020,James Brown,1250000
134070,Buku Fiksi,4,10/26/2020,James Brown,80000
134070,Buku Biografi,7,10/26/2020,James Brown,980000
134070,Aksesoris Buku,7,10/26/2020,James Brown,4410000
134071,Novel Romansa,5,10/26/2020,April Richard,500000
134071,Alat Tulis,8,10/26/2020,April Richard,7040000
134071,Buku Biografi,4,10/26/2020,April Richard,800000
134071,Aksesoris Buku,9,1/16/2021,April Richard,8910000
134072,Alat Tulis,8,1/16/2021,Angela Oconnor,7680000
134072,Buku Anak-Anak,5,1/16/2021,Angela Oconnor,1500000
134072,Majalah Fashion,7,1/16/2021,Angela Oconnor,2450000
134072,Majalah Seni,2,1/16/2021,Angela Oconnor,80000
134072,Majalah Berita,5,1/16/2021,Angela Oconnor,1500000
134072,Novel Fiksi Ilmiah,7,1/16/2021,Angela Oconnor,980000
134072,Buku Biografi,6,1/16/2021,Angela Oconnor,720000
134072,Aksesoris Buku,5,1/16/2021,Angela Oconnor,1250000
134073,Majalah Seni,7,1/16/2021,Edward Castillo,2940000
134073,Alat Tulis,3,1/16/2021,Edward Castillo,225000
134073,Buku Biografi,2,1/16/2021,Edward Castillo,440000
134073,Buku Sejarah,3,1/16/2021,Edward Castillo,60000
134074,Buku Sejarah,8,1/16/2021,Eric Owen,7680000
134074,Majalah Fashion,2,1/16/2021,Eric Owen,400000
134074,Majalah Seni,8,1/16/2021,Eric Owen,160000
134074,Majalah Berita,5,1/16/2021,Eric Owen,1250000
134074,Buku Fiksi,8,1/16/2021,Eric Owen,7680000
134074,Novel Misteri,8,1/16/2021,Eric Owen,3840000
134074,Novel Romansa,7,1/16/2021,Eric Owen,5880000
134075,Alat Tulis,5,1/16/2021,Melissa Moore,625000
134075,Buku Sejarah,4,1/16/2021,Melissa Moore,1920000
134075,Majalah Seni,1,1/16/2021,Melissa Moore,150000
134075,Novel Fiksi Ilmiah,3,1/16/2021,Melissa Moore,450000
134075,Buku Fiksi,3,1/16/2021,Melissa Moore,225000
134075,Buku Biografi,6,1/16/2021,Melissa Moore,120000
134075,Novel Romansa,9,1/16/2021,Melissa Moore,2025000
134075,Aksesoris Buku,5,1/16/2021,Melissa Moore,3250000
134076,Buku Sejarah,5,1/16/2021,Diane Smith,2500000
134076,Majalah Fashion,7,1/16/2021,Diane Smith,980000
134076,Majalah Seni,3,1/16/2021,Diane Smith,180000
134076,Novel Fiksi Ilmiah,6,1/16/2021,Diane Smith,1800000
134076,Buku Fiksi,7,1/16/2021,Diane Smith,2450000
134076,Buku Biografi,1,1/16/2021,Diane Smith,60000
134076,Novel Romansa,2,1/16/2021,Diane Smith,80000
134076,Aksesoris Buku,3,1/16/2021,Diane Smith,60000
134077,Buku Sejarah,4,1/16/2021,Jacqueline Lewis,320000
134077,Alat Tulis,7,1/16/2021,Jacqueline Lewis,980000
134077,Majalah Fashion,9,1/16/2021,Jacqueline Lewis,10530000
134077,Majalah Seni,8,1/16/2021,Jacqueline Lewis,3200000
134077,Novel Fiksi Ilmiah,5,1/16/2021,Jacqueline Lewis,2250000
134077,Buku Fiksi,6,1/16/2021,Jacqueline Lewis,900000
134077,Buku Biografi,6,1/16/2021,Jacqueline Lewis,120000
134077,Novel Misteri,2,1/16/2021,Jacqueline Lewis,40000
134078,Buku Sejarah,6,1/16/2021,Laura Wiley,120000
134078,Alat Tulis,6,1/16/2021,Laura Wiley,2160000
134078,Majalah Fashion,7,1/16/2021,Laura Wiley,6370000
134078,Majalah Berita,2,1/16/2021,Laura Wiley,440000
134078,Buku Fiksi,3,1/16/2021,Laura Wiley,1170000
134079,Alat Tulis,7,1/16/2021,Mike Marshall,2940000
134079,Buku Anak-Anak,8,1/16/2021,Mike Marshall,3840000
134079,Majalah Seni,7,1/16/2021,Mike Marshall,2940000
134079,Novel Fiksi Ilmiah,7,1/16/2021,Mike Marshall,6370000
134079,Buku Fiksi,7,1/16/2021,Mike Marshall,7350000
134079,Buku Biografi,5,1/16/2021,Mike Marshall,2250000
134079,Novel Romansa,4,1/16/2021,Mike Marshall,800000
134079,Aksesoris Buku,4,1/16/2021,Mike Marshall,2080000
134080,Buku Sejarah,4,2/25/2021,Dr. Cassandra Williams,80000
134080,Alat Tulis,8,2/25/2021,Dr. Cassandra Williams,1280000
134080,Buku Anak-Anak,4,2/25/2021,Dr. Cassandra Williams,960000
134080,Majalah Seni,7,2/25/2021,Dr. Cassandra Williams,2940000
134080,Majalah Berita,3,2/25/2021,Dr. Cassandra Williams,60000
134080,Novel Fiksi Ilmiah,4,2/25/2021,Dr. Cassandra Williams,80000
134080,Buku Biografi,6,2/25/2021,Dr. Cassandra Williams,900000
134081,Alat Tulis,7,2/25/2021,Sandra Guerrero,6370000
134081,Majalah Berita,7,2/25/2021,Sandra Guerrero,140000
134081,Novel Fiksi Ilmiah,8,3/21/2021,Sandra Guerrero,9600000
134081,Buku Biografi,5,3/21/2021,Sandra Guerrero,3000000
134081,Aksesoris Buku,7,3/21/2021,Sandra Guerrero,6370000
134082,Alat Tulis,2,3/21/2021,Carla Prince,480000
134082,Majalah Berita,7,3/21/2021,Carla Prince,5390000
134082,Novel Fiksi Ilmiah,8,3/21/2021,Carla Prince,1280000
134082,Buku Fiksi,6,3/21/2021,Carla Prince,1800000
134082,Novel Misteri,1,3/21/2021,Carla Prince,25000
134082,Aksesoris Buku,2,3/21/2021,Carla Prince,360000
134083,Majalah Fashion,4,3/21/2021,Caitlin Adams,1760000
134083,Majalah Berita,8,3/21/2021,Caitlin Adams,1600000
134083,Novel Fiksi Ilmiah,8,3/21/2021,Caitlin Adams,5760000
134083,Novel Misteri,4,3/21/2021,Caitlin Adams,960000
134083,Aksesoris Buku,6,3/21/2021,Caitlin Adams,120000
134084,Majalah Berita,2,3/21/2021,Molly Hernandez,80000
134084,Alat Tulis,1,3/21/2021,Molly Hernandez,100000
134084,Buku Biografi,8,3/21/2021,Molly Hernandez,7680000
134084,Majalah Fashion,5,3/21/2021,Molly Hernandez,500000
134085,Buku Sejarah,5,3/21/2021,Rebecca Nelson,1500000
134085,Alat Tulis,9,3/21/2021,Rebecca Nelson,12150000
134085,Buku Anak-Anak,5,3/21/2021,Rebecca Nelson,1250000
134085,Majalah Berita,6,3/21/2021,Rebecca Nelson,3600000
134085,Novel Fiksi Ilmiah,1,3/21/2021,Rebecca Nelson,20000
134085,Buku Fiksi,5,4/19/2021,Rebecca Nelson,100000
134085,Buku Biografi,4,4/19/2021,Rebecca Nelson,960000
134086,Majalah Fashion,8,4/19/2021,Larry Osborne,9600000
134086,Majalah Seni,8,4/19/2021,Larry Osborne,1600000
134086,Buku Fiksi,8,4/19/2021,Larry Osborne,7040000
134086,Novel Misteri,6,4/19/2021,Larry Osborne,3600000
134086,Buku Biografi,8,4/19/2021,Larry Osborne,8320000
134086,Novel Romansa,1,4/19/2021,Larry Osborne,150000
134087,Buku Sejarah,6,4/19/2021,Heather Valentine,3960000
134087,Alat Tulis,7,4/19/2021,Heather Valentine,6370000
134087,Majalah Seni,2,4/19/2021,Heather Valentine,440000
134087,Buku Fiksi,8,4/19/2021,Heather Valentine,7040000
134087,Novel Misteri,8,4/19/2021,Heather Valentine,1600000
134087,Buku Biografi,9,4/19/2021,Heather Valentine,2025000
134087,Novel Romansa,5,4/19/2021,Heather Valentine,1500000
134088,Majalah Fashion,3,4/19/2021,Mr. Brett Williams,1170000
134088,Majalah Seni,2,4/19/2021,Mr. Brett Williams,600000
134088,Novel Fiksi Ilmiah,4,4/19/2021,Mr. Brett Williams,800000
134088,Buku Fiksi,7,4/19/2021,Mr. Brett Williams,4900000
134088,Novel Misteri,3,4/19/2021,Mr. Brett Williams,180000
134088,Novel Romansa,9,4/19/2021,Mr. Brett Williams,12150000
134089,Alat Tulis,1,4/19/2021,James Brooks,110000
134089,Majalah Seni,8,4/19/2021,James Brooks,6400000
134089,Majalah Berita,4,7/8/2021,James Brooks,2400000
134089,Novel Fiksi Ilmiah,3,7/8/2021,James Brooks,810000
134089,Buku Biografi,4,7/8/2021,James Brooks,1760000
134089,Novel Romansa,1,7/8/2021,James Brooks,20000
134090,Alat Tulis,7,7/8/2021,Patricia Perry,4900000
134090,Buku Anak-Anak,9,7/8/2021,Patricia Perry,2025000
134090,Majalah Berita,7,7/8/2021,Patricia Perry,980000
134090,Novel Fiksi Ilmiah,8,7/8/2021,Patricia Perry,7040000
134090,Buku Fiksi,2,7/8/2021,Patricia Perry,40000
134090,Aksesoris Buku,9,7/8/2021,Patricia Perry,12150000
134091,Alat Tulis,7,7/8/2021,Robert Gallagher,5390000
134091,Buku Biografi,1,7/8/2021,Robert Gallagher,50000
134091,Buku Anak-Anak,2,7/8/2021,Robert Gallagher,440000
134091,Aksesoris Buku,1,7/8/2021,Robert Gallagher,50000
134092,Buku Sejarah,4,7/8/2021,John Bailey,1600000
134092,Majalah Fashion,7,7/8/2021,John Bailey,1225000
134092,Majalah Seni,8,7/8/2021,John Bailey,7680000
134092,Novel Fiksi Ilmiah,3,7/8/2021,John Bailey,60000
134092,Novel Misteri,6,7/8/2021,John Bailey,5400000
134092,Buku Biografi,5,7/8/2021,John Bailey,500000
134093,Alat Tulis,5,7/8/2021,Rachel Henderson,1250000
134093,Buku Anak-Anak,1,7/8/2021,Rachel Henderson,60000
134093,Majalah Fashion,1,7/8/2021,Rachel Henderson,150000
134093,Novel Fiksi Ilmiah,9,7/8/2021,Rachel Henderson,4860000
134093,Buku Fiksi,2,7/8/2021,Rachel Henderson,80000
134093,Novel Misteri,5,7/8/2021,Rachel Henderson,500000
134093,Aksesoris Buku,9,7/8/2021,Rachel Henderson,10530000
134094,Alat Tulis,6,7/8/2021,Jeffrey Carrillo,120000
134094,Novel Misteri,9,7/8/2021,Jeffrey Carrillo,7290000
134094,Buku Biografi,9,7/8/2021,Jeffrey Carrillo,1620000
134094,Novel Romansa,2,7/8/2021,Jeffrey Carrillo,520000
134094,Aksesoris Buku,7,7/8/2021,Jeffrey Carrillo,2450000
134095,Alat Tulis,2,7/8/2021,Gloria Ramirez,240000
